0.8	9	27	14	0.1	8.8	1.433333333	2.056	6.58	3
0.8	8	27	15	0.1	8.8	1.433333333	2.288	6.58	1
0.8	8	43	15	0	18.7	3.733333333	2.176	0.08	2
0.8	8	38	16	0	18.1	5.266666667	2.14	0.14	2
0.9	8	23	4	0	8.3	2.3	2.162	8.33	2
0.9	8	16	5	0	9.8	4.3	2.177	1.2	2
0.9	8	16	7	0	9.8	4.3	2.34	1.2	2
0.9	8	17	10	0.8	7.4	6.4	2.248	2.15	2
0.9	8	16	11	0	9.8	4.3	2.054	1.2	2
0.9	8	18	11	2.1	7.2	2.466666667	2.212	1.18	2
0.9	8	26	12	0	8.7	1.266666667	2.197	0.54	2
0.9	8	18	13	2.1	7.2	2.466666667	2.125	1.18	10
0.9	8	23	13	0	8.3	2.3	2	8.33	2
0.9	8	34	14	3	8.7	1.733333333	2.243	1.05	2
0.9	8	19	14	0	9.2	2.133333333	2.201	1.72	20
0.9	8	32	15	0	8.3	2.833333333	2.255	0.46	2
1	8	26	6	0	8.7	1.266666667	2.155	0.54	2
1	8	6	6	0	5.5	2.4	1.987	1.57	2
1	8	25	7	1.2	9.6	4.066666667	2.058	0.25	2
1	8	31	7	6.1	9.6	3.166666667	2.014	0.37	2
1	8	19	9	0	9.2	2.133333333	1.948	1.72	2
1	8	23	9	0	8.3	2.3	2.34	8.33	2
1	8	16	10	0	9.8	4.3	2.133	1.2	2
1	8	34	12	3	8.7	1.733333333	2.443	1.05	2
1	8	23	12	0	8.3	2.3	2.122	8.33	2
1	8	29	15	0	8.5	2.766666667	1.972	0.62	20
1	8	27	15	0.1	8.8	1.433333333	2.103	6.58	2
1.1	8	22	4	0	8	1.9	1.972	1.84	2
1.1	8	18	7	2.1	7.2	2.466666667	2.24	1.18	20
1.1	8	22	7	0	8	1.9	2.055	1.84	2
1.1	8	23	9	0	8.3	2.3	2.105	8.33	2
1.1	8	27	10	0.1	8.8	1.433333333	2.124	6.58	2
1.1	8	36	12	0	15.2	3.3	2.276	0.15	2
1.1	8	15	13	0	7.9	1.866666667	2.123	0.26	2
1.1	8	28	14	0	8.9	2.666666667	2.176	0.83	2
1.1	8	23	15	0	8.3	2.3	2.014	8.33	2
1.1	8	25	16	1.2	9.6	4.066666667	2.189	0.25	2
1.2	8	18	11	2.1	7.2	2.466666667	2.356	1.18	2
1.2	8	20	12	0	8.4	1.333333333	2.109	0.79	2
1.2	8	6	13	0	5.5	2.4	2.08	1.57	2
1.2	8	31	13	6.1	9.6	3.166666667	2.041	0.37	2
1.2	8	19	15	0	9.2	2.133333333	2.145	1.72	2
1.2	8	19	16	0	9.2	2.133333333	2.178	1.72	2
1.3	8	4	11	0	5.4	2.766666667	2.173	0.64	2
1.3	8	27	14	0.1	8.8	1.433333333	2.166	6.58	2
1.4	8	22	2	0	8	1.9	2.138	1.84	2
1.4	8	31	12	6.1	9.6	3.166666667	2.043	0.37	2
1.4	8	28	13	0	8.9	2.666666667	2.168	0.83	2
1.5	8	23	13	0	8.3	2.3	2.041	8.33	2
1.5	8	17	15	0.8	7.4	6.4	2.122	2.15	2
1.6	8	23	10	0	8.3	2.3	2.238	8.33	2
1.6	8	37	13	0	17.4	4.133333333	1.861	0.17	2
1.6	8	6	13	0	5.5	2.4	2.093	1.57	2
1.6	8	19	14	0	9.2	2.133333333	2.378	1.72	2
1.7	8	16	5	0	9.8	4.3	2.162	1.2	2
